,0
3805,1.0
3806,1.0
3807,1.0
3808,1.2
3809,2.0
3810,1.6
3811,1.8
3812,2.0
3813,1.6
3814,1.0
3815,1.0
3816,1.0
3817,1.0
3818,1.4
3819,2.0
3820,2.0
3821,1.8
3822,1.0
3823,1.4
3824,3.6
3825,7.0
3826,10.8
3827,16.2
3828,22.0
3829,27.2
3830,33.0
3831,38.6
3832,46.6
3833,58.2
3834,67.8
3835,75.6
3836,74.8
3837,72.6
3838,89.6
3839,117.4
3840,138.6
3841,157.8
3842,174.4
3843,184.8
3844,184.8
3845,203.8
3846,161.6
3847,0.0
3848,0.0
3849,46.8
3850,223.8
3851,238.0
3852,213.4
3853,213.2
3854,187.2
3855,200.6
3856,224.4
3857,205.6
3858,208.4
3859,245.0
3860,191.0
3861,367.4
3862,363.6
3863,367.8
3864,349.8
3865,348.2
3866,343.4
3867,380.2
3868,372.0
3869,402.4
3870,402.6
3871,416.4
3872,401.2
3873,413.6
3874,433.2
3875,458.6
3876,426.8
3877,409.0
3878,454.4
3879,471.4
3880,471.0
3881,466.0
3882,472.0
3883,476.8
3884,496.2
3885,389.4
3886,474.2
3887,502.0
3888,460.4
3889,480.4
3890,480.4
3891,484.2
3892,488.2
3893,488.8
3894,439.2
3895,416.0
3896,501.6
3897,414.2
3898,294.8
3899,375.4
3900,340.2
3901,433.0
3902,395.0
3903,352.4
3904,409.0
3905,411.4
3906,386.8
3907,349.0
3908,345.2
3909,383.0
3910,379.6
3911,377.0
3912,341.6
3913,343.4
3914,350.6
3915,332.2
3916,305.4
3917,286.4
3918,281.4
3919,239.2
3920,223.2
3921,258.8
3922,277.0
3923,274.4
3924,257.2
3925,237.6
3926,214.4
3927,191.4
3928,195.6
3929,174.6
3930,153.4
3931,150.0
3932,137.6
3933,133.2
3934,122.4
3935,112.6
3936,104.0
3937,96.2
3938,85.8
3939,83.8
3940,78.6
3941,69.0
3942,62.8
3943,52.6
3944,32.4
3945,16.0
3946,10.0
3947,7.0
3948,6.4
3949,5.4
3950,5.4
3951,4.8
3952,2.0
3953,1.2
3954,1.6
3955,1.0
3956,1.0
3957,1.0
3958,1.0
3959,1.0
3960,1.8
3961,2.0
3962,1.0
3963,1.2
3964,1.4
3965,1.0
3966,1.0
3967,1.0
3968,1.6
3969,1.0
3970,1.0
3971,1.0
3972,1.0
3973,1.4
3974,1.2
3975,1.0
3976,2.0
3977,2.0
3978,1.4
3979,1.0
3980,1.0
3981,1.6
3982,1.0
3983,1.6
3984,1.0
3985,1.0
3986,1.0
3987,1.0
3988,1.0
3989,1.0
3990,1.0
3991,1.0
3992,1.0
3993,1.6
3994,1.0
3995,1.0
3996,1.0
3997,1.0
3998,1.0
3999,1.0
4000,1.0
4001,1.6
4002,2.0
4003,1.4
4004,1.4
4005,1.0
4006,1.0
4007,1.0
4008,1.0
4009,1.0
4010,1.0
4011,1.0
4012,1.0
4013,1.0
4014,1.0
4015,1.0
4016,1.0
4017,2.0
4018,1.2
4019,1.6
4020,1.0
4021,1.4
4022,1.4
4023,1.4
4024,1.0
4025,1.0
4026,0.8
4027,0.0
4028,0.0
4029,0.0
4030,0.0
4031,0.0
4032,0.0
4033,0.0
4034,0.0
4035,0.0
4036,0.0
4037,0.0
4038,0.2
4039,1.0
4040,1.6
4041,1.0
4042,1.0
4043,1.0
4044,1.0
4045,1.0
4046,1.6
4047,1.0
4048,1.0
4049,1.0
4050,1.0
4051,1.0
4052,1.0
4053,1.0
4054,1.0
4055,1.0
4056,1.0
4057,1.0
4058,1.0
4059,1.0
4060,1.0
4061,1.0
4062,1.0
4063,1.0
4064,1.0
4065,1.0
4066,1.0
4067,1.0
4068,1.0
4069,1.0
4070,1.0
4071,1.0
4072,1.0
4073,1.0
4074,1.0
4075,1.0
4076,1.0
4077,1.0
4078,1.0
4079,1.0
4080,1.0
4081,1.0
4082,1.0
4083,2.0
4084,1.2
4085,1.4
4086,1.2
4087,1.0
4088,1.0
4089,1.0
4090,1.0
4091,1.0
4092,1.0
4093,1.0
4094,1.0
4095,1.0
4096,1.8
4097,2.0
4098,2.0
4099,2.0
4100,1.0
4101,1.0
4102,1.0
4103,1.4
4104,1.4
4105,1.0
4106,1.0
4107,1.0
4108,1.0
4109,1.0
4110,1.6
4111,1.2
4112,2.8
4113,7.4
4114,12.6
4115,19.2
4116,24.6
4117,29.6
4118,31.0
4119,31.0
4120,36.2
4121,45.6
4122,56.6
4123,67.0
4124,77.8
4125,82.4
4126,91.0
4127,122.2
4128,138.6
4129,157.2
4130,154.2
4131,148.4
4132,148.2
4133,140.4
4134,152.6
4135,173.8
4136,181.0
4137,177.2
4138,175.0
4139,218.0
4140,228.0
4141,237.0
4142,252.8
4143,265.0
4144,264.4
4145,283.8
4146,299.4
4147,303.0
4148,289.8
4149,319.6
4150,334.0
4151,346.2
4152,348.8
4153,367.0
4154,375.4
4155,366.8
4156,380.8
4157,397.2
4158,388.2
4159,405.6
4160,405.0
4161,395.6
4162,390.6
4163,374.2
4164,363.0
4165,422.2
4166,466.8
4167,456.4
4168,456.2
4169,471.4
4170,454.6
4171,395.4
4172,402.0
4173,350.2
4174,406.8
4175,352.4
4176,422.0
4177,366.4
4178,386.0
4179,335.8
4180,311.8
4181,320.4
4182,311.8
4183,362.0
4184,425.4
4185,444.4
4186,443.0
4187,434.4
4188,353.4
4189,370.0
4190,380.4
4191,373.6
4192,329.2
4193,364.8
4194,352.8
4195,358.2
4196,348.8
4197,294.4
4198,275.8
4199,329.0
4200,328.0
4201,295.4
4202,271.8
4203,278.4
4204,264.4
4205,201.8
4206,208.2
4207,265.4
4208,238.0
4209,225.6
4210,217.0
4211,204.6
4212,184.6
4213,188.4
4214,157.2
4215,160.8
4216,158.8
4217,140.4
4218,112.0
4219,104.2
4220,84.2
4221,61.0
4222,60.4
4223,59.6
4224,50.2
4225,46.4
4226,39.2
4227,32.0
4228,30.6
4229,31.8
4230,33.2
4231,32.0
4232,28.4
4233,23.8
4234,20.4
4235,17.8
4236,13.2
4237,9.0
4238,5.2
4239,2.0
4240,2.0
4241,2.0
4242,1.4
4243,1.4
4244,2.0
4245,2.0
4246,2.0
4247,2.0
4248,2.0
4249,2.0
4250,2.0
4251,2.0
4252,2.0
4253,2.0
4254,1.8
4255,1.6
4256,2.0
4257,2.0
4258,1.4
4259,1.6
4260,1.8
4261,2.0
4262,2.0
4263,2.0
4264,2.0
4265,1.8
4266,1.6
4267,2.0
4268,1.2
4269,1.0
4270,1.2
4271,2.0
4272,2.0
4273,2.0
4274,2.0
4275,2.0
4276,2.0
4277,2.0
4278,2.0
4279,2.0
4280,2.0
4281,2.0
4282,1.4
4283,2.0
4284,2.0
4285,2.0
4286,2.0
4287,2.0
4288,2.0
4289,2.0
4290,2.0
4291,2.0
4292,2.0
4293,2.0
4294,2.0
4295,2.0
4296,2.0
4297,1.4
4298,1.6
4299,2.0
4300,2.0
4301,2.0
4302,2.0
4303,1.4
4304,2.0
4305,2.0
4306,1.6
4307,1.8
4308,2.0
4309,2.0
4310,1.8
4311,1.0
4312,1.0
4313,1.6
4314,1.8
4315,0.0
4316,0.0
4317,0.0
4318,0.0
4319,0.0
4320,0.0
4321,0.0
4322,0.0
4323,0.0
4324,0.0
4325,0.0
4326,0.4
4327,2.0
4328,2.0
4329,2.0
4330,2.0
4331,1.8
4332,1.6
4333,1.0
4334,1.6
4335,1.0
4336,1.0
4337,2.0
4338,2.0
4339,1.4
4340,2.0
4341,2.0
4342,1.4
4343,1.4
4344,2.0
4345,2.0
4346,2.0
4347,2.0
4348,2.0
4349,1.4
4350,2.0
4351,2.0
4352,1.4
4353,2.0
4354,2.0
4355,1.4
4356,2.0
4357,2.0
4358,1.4
4359,2.0
4360,2.0
4361,2.0
4362,2.0
4363,2.0
4364,2.0
4365,2.0
4366,1.4
4367,2.0
4368,1.4
4369,2.0
4370,2.0
4371,2.0
4372,1.4
4373,2.0
4374,1.4
4375,1.4
4376,2.0
4377,2.0
4378,2.0
4379,2.0
4380,2.0
4381,2.0
4382,2.0
4383,2.0
4384,2.0
4385,2.0
4386,2.0
4387,2.0
4388,2.0
4389,2.0
4390,2.0
4391,2.0
4392,2.0
4393,1.6
4394,1.8
4395,2.0
4396,2.0
4397,2.0
4398,2.0
4399,2.0
4400,2.0
4401,2.0
4402,6.0
4403,11.2
4404,18.8
4405,23.0
4406,22.6
4407,24.4
4408,31.8
4409,46.0
4410,51.2
4411,55.2
4412,68.4
4413,72.6
4414,82.2
4415,90.8
4416,106.0
4417,113.8
4418,109.2
4419,120.6
4420,119.4
4421,144.4
4422,139.0
4423,139.6
4424,152.6
4425,161.4
4426,162.8
4427,165.0
4428,163.8
4429,162.2
4430,172.8
4431,180.6
4432,178.0
4433,188.8
4434,203.6
4435,227.0
4436,262.6
4437,331.8
4438,391.8
4439,402.8
4440,389.2
4441,369.0
4442,367.2
4443,362.2
4444,380.8
4445,379.8
4446,384.2
4447,395.6
4448,402.6
4449,409.0
4450,411.4
4451,423.6
4452,428.8
4453,430.0
4454,433.6
4455,423.4
4456,395.6
4457,378.4
4458,413.6
4459,429.0
4460,438.0
4461,433.8
4462,443.4
4463,453.0
4464,425.8
4465,401.2
4466,450.8
4467,439.4
4468,448.2
4469,435.2
4470,449.2
4471,404.2
4472,421.6
4473,343.6
4474,242.2
4475,261.2
4476,257.8
4477,264.0
4478,299.8
4479,330.8
4480,321.0
4481,372.8
4482,375.6
4483,396.2
4484,397.4
4485,386.0
4486,367.4
4487,361.2
4488,346.2
4489,330.2
4490,331.0
4491,320.0
4492,311.0
4493,289.2
4494,287.0
4495,283.0
4496,259.4
4497,242.6
4498,235.2
4499,225.8
4500,220.8
4501,211.6
4502,200.4
4503,153.2
4504,177.8
4505,171.4
4506,160.2
4507,150.6
4508,141.2
4509,133.2
4510,124.8
4511,110.6
4512,101.2
4513,91.6
4514,82.4
4515,76.2
4516,67.8
4517,61.6
4518,54.0
4519,46.4
4520,40.2
4521,34.0
4522,26.6
4523,21.6
4524,17.2
4525,11.4
4526,6.8
4527,2.8
4528,1.6
4529,1.6
4530,1.6
4531,2.0
4532,2.0
4533,1.6
4534,2.0
4535,2.0
4536,2.0
4537,2.0
4538,2.0
4539,2.0
4540,2.0
4541,2.0
4542,1.4
4543,2.0
4544,2.0
4545,1.4
4546,2.0
4547,2.0
4548,2.0
4549,2.0
4550,1.6
4551,1.0
4552,1.0
4553,1.0
4554,1.0
4555,1.4
4556,1.2
4557,1.0
4558,1.0
4559,1.2
4560,1.4
4561,1.0
4562,1.0
4563,1.0
4564,1.0
4565,1.6
4566,1.0
4567,1.8
4568,1.4
4569,1.6
4570,1.8
4571,1.4
4572,1.0
4573,1.0
4574,1.0
4575,1.2
4576,1.4
4577,2.0
4578,1.4
4579,1.4
4580,1.8
4581,1.0
4582,1.6
4583,1.6
4584,1.6
4585,2.0
4586,2.0
4587,1.4
4588,1.0
4589,2.0
4590,2.0
4591,2.0
4592,2.0
4593,2.0
4594,2.0
4595,2.0
4596,1.4
4597,2.0
4598,1.6
4599,2.0
4600,2.0
4601,2.0
4602,1.0
4603,0.0
4604,0.0
4605,0.0
4606,0.0
4607,0.0
4608,0.0
4609,0.0
4610,0.0
4611,0.0
4612,0.0
4613,0.0
4614,0.4
4615,1.4
4616,1.0
4617,1.8
4618,2.0
4619,2.0
4620,2.0
4621,1.4
4622,1.6
4623,1.0
4624,1.6
4625,2.0
4626,2.0
4627,2.0
4628,2.0
4629,2.0
4630,1.8
4631,1.6
4632,2.0
4633,2.0
4634,2.0
4635,2.0
4636,2.0
4637,2.0
4638,1.4
4639,2.0
4640,2.0
4641,2.0
4642,1.8
4643,1.0
4644,2.0
4645,2.0
4646,2.0
4647,1.4
4648,1.0
4649,1.6
4650,1.6
4651,1.0
4652,1.8
4653,2.0
4654,1.8
4655,1.0
4656,1.4
4657,1.2
4658,1.0
4659,1.4
4660,2.0
4661,1.0
4662,1.0
4663,1.0
4664,2.0
4665,1.4
4666,2.0
4667,1.2
4668,1.6
4669,2.0
4670,2.0
4671,2.0
4672,1.4
4673,2.0
4674,1.0
4675,1.0
4676,1.6
4677,1.2
4678,2.0
4679,2.0
4680,1.4
4681,2.0
4682,2.0
4683,2.0
4684,1.4
4685,2.0
4686,1.6
4687,2.2
4688,5.0
4689,8.6
4690,14.4
4691,19.2
4692,25.0
4693,31.6
4694,30.4
4695,43.6
4696,49.8
4697,58.0
4698,64.4
4699,76.8
4700,84.8
4701,96.0
4702,103.8
4703,112.4
4704,123.2
4705,129.8
4706,141.8
4707,152.0
4708,162.4
4709,170.2
4710,180.0
4711,193.0
4712,205.4
4713,214.4
4714,224.4
4715,236.6
4716,247.2
4717,257.2
4718,268.2
4719,277.0
4720,292.0
4721,305.2
4722,319.0
4723,331.0
4724,341.4
4725,356.6
4726,365.0
4727,374.4
4728,389.2
4729,400.6
4730,414.0
4731,420.4
4732,427.6
4733,437.2
4734,450.0
4735,456.4
4736,459.6
4737,467.6
4738,474.4
4739,475.2
4740,480.4
4741,483.6
4742,494.4
4743,201.0
4744,416.4
4745,518.8
4746,520.8
4747,522.6
4748,521.4
4749,522.2
4750,527.4
4751,525.6
4752,525.6
4753,527.4
4754,522.0
4755,527.0
4756,519.8
4757,518.4
4758,508.0
4759,511.6
4760,507.0
4761,505.8
4762,513.2
4763,508.2
4764,498.8
4765,492.0
4766,491.2
4767,477.2
4768,485.0
4769,474.0
4770,469.4
4771,460.4
4772,443.0
4773,441.6
4774,434.6
4775,420.8
4776,414.4
4777,394.4
4778,376.8
4779,358.2
4780,358.2
4781,350.6
4782,345.0
4783,334.2
4784,325.2
4785,311.4
4786,305.0
4787,291.2
4788,273.0
4789,256.8
4790,237.0
4791,227.0
4792,213.6
4793,199.8
4794,183.8
4795,174.2
4796,163.4
4797,146.0
4798,137.6
4799,125.8
4800,114.0
4801,102.8
4802,91.4
4803,83.2
4804,72.2
4805,65.2
4806,56.6
4807,49.8
4808,41.6
4809,35.8
4810,28.4
4811,23.0
4812,18.0
4813,12.6
4814,7.0
4815,2.6
4816,3.0
4817,2.6
4818,3.0
4819,2.4
4820,2.0
4821,2.2
4822,2.4
4823,2.0
4824,2.0
4825,2.0
4826,2.4
4827,2.2
4828,2.0
4829,2.0
4830,2.0
4831,2.0
4832,2.0
4833,2.0
4834,2.0
4835,2.0
4836,2.0
4837,2.0
4838,2.6
4839,2.0
4840,2.0
4841,2.0
4842,2.0
4843,2.0
4844,1.8
4845,1.2
4846,2.0
4847,2.0
4848,2.0
4849,1.4
4850,2.0
4851,2.0
4852,2.0
4853,2.0
4854,2.0
4855,2.0
4856,2.0
4857,2.0
4858,2.0
4859,2.0
4860,1.4
4861,1.8
4862,1.0
4863,1.0
4864,1.0
4865,1.6
4866,1.4
4867,2.0
4868,2.0
4869,2.0
4870,2.0
4871,2.0
4872,2.0
4873,2.0
4874,2.0
4875,2.0
4876,2.0
4877,2.0
4878,1.4
4879,2.0
4880,2.0
4881,2.0
4882,2.0
4883,2.0
4884,1.4
4885,2.0
4886,1.4
4887,2.0
4888,1.8
4889,1.0
4890,0.8
4891,0.0
4892,0.0
4893,0.0
4894,0.0
4895,0.0
4896,0.0
4897,0.0
4898,0.0
4899,0.0
4900,0.0
4901,0.0
4902,0.4
4903,2.0
4904,2.0
4905,2.0
4906,2.0
4907,2.0
4908,2.0
4909,2.0
4910,2.0
4911,2.6
4912,2.0
4913,2.0
4914,2.0
4915,2.0
4916,2.0
4917,2.0
4918,2.0
4919,2.0
4920,2.0
4921,2.0
4922,2.0
4923,2.0
4924,2.0
4925,2.0
4926,2.0
4927,2.0
4928,2.0
4929,2.0
4930,2.0
4931,2.0
4932,2.0
4933,2.0
4934,1.8
4935,1.6
4936,2.0
4937,2.0
4938,2.0
4939,2.0
4940,2.0
4941,2.0
4942,2.0
4943,2.0
4944,2.0
4945,2.0
4946,2.0
4947,2.0
4948,1.4
4949,2.0
4950,2.0
4951,1.4
4952,2.0
4953,1.6
4954,1.6
4955,1.0
4956,1.6
4957,1.8
4958,1.4
4959,1.2
4960,1.4
4961,1.6
4962,1.0
4963,1.0
4964,1.0
4965,1.8
4966,2.0
4967,1.0
4968,1.0
4969,1.4
4970,1.6
4971,1.0
4972,1.0
4973,1.0
4974,1.4
4975,1.0
4976,4.0
4977,7.6
4978,11.6
4979,16.6
4980,22.0
4981,28.2
4982,33.6
4983,39.6
4984,47.0
4985,53.8
4986,61.4
4987,68.6
4988,76.4
4989,84.2
4990,93.2
4991,101.0
4992,111.0
4993,120.0
4994,128.0
4995,137.6
4996,146.8
4997,154.2
4998,161.8
4999,174.8
5000,185.6
5001,194.6
5002,203.0
5003,213.8
5004,222.4
5005,233.0
5006,243.8
5007,254.8
5008,264.8
5009,275.2
5010,285.8
5011,293.4
5012,304.6
5013,315.0
5014,322.6
5015,331.2
5016,339.0
5017,348.6
5018,355.6
5019,361.0
5020,375.4
5021,391.4
5022,392.0
5023,400.8
5024,411.0
5025,417.4
5026,423.0
5027,427.6
5028,431.6
5029,438.6
5030,442.4
5031,447.0
5032,454.0
5033,458.8
5034,458.4
5035,459.6
5036,461.2
5037,463.8
5038,468.2
5039,466.2
5040,469.8
5041,471.8
5042,468.8
5043,470.0
5044,465.2
5045,465.4
5046,460.0
5047,460.2
5048,462.0
5049,458.2
5050,448.2
5051,442.8
5052,444.8
5053,437.2
5054,430.2
5055,426.0
5056,416.6
5057,413.2
5058,402.4
5059,388.0
5060,381.2
5061,377.6
5062,368.2
5063,354.6
5064,352.2
5065,346.2
5066,340.8
5067,328.2
5068,314.8
5069,305.6
5070,296.8
5071,287.6
5072,273.8
5073,260.8
5074,250.0
5075,238.0
5076,226.2
5077,216.2
5078,204.8
5079,193.6
5080,182.0
5081,172.0
5082,159.4
5083,149.2
5084,141.0
5085,129.4
5086,119.6
5087,111.0
5088,99.8
5089,92.4
5090,84.2
5091,75.6
5092,67.2
5093,60.2
5094,52.0
5095,44.6
5096,37.2
5097,31.0
5098,24.8
5099,19.8
5100,14.6
5101,10.0
5102,6.4
5103,2.8
5104,2.0
5105,2.0
5106,2.0
5107,2.0
5108,2.0
5109,2.0
5110,2.0
5111,2.0
5112,2.0
5113,2.0
5114,2.0
5115,2.0
5116,2.0
5117,2.0
5118,2.0
5119,2.0
5120,2.0
5121,2.0
5122,2.0
5123,2.0
5124,2.0
5125,1.6
5126,1.8
5127,2.0
5128,2.0
5129,2.0
5130,2.0
5131,2.0
5132,2.0
5133,2.0
5134,2.0
5135,2.0
5136,2.0
5137,2.2
5138,2.4
5139,2.0
5140,2.0
5141,1.4
5142,2.0
5143,1.4
5144,2.0
5145,2.0
5146,1.8
5147,1.6
5148,2.0
5149,2.0
5150,2.0
5151,2.0
5152,2.0
5153,2.0
5154,2.0
5155,2.0
5156,1.4
5157,2.0
5158,2.0
5159,1.6
5160,1.8
5161,1.4
5162,1.6
5163,1.6
5164,1.8
5165,1.4
5166,1.4
5167,2.0
5168,1.4
5169,1.0
5170,1.4
5171,2.0
5172,1.4
5173,1.0
5174,1.2
5175,1.4
5176,1.0
5177,1.0
5178,0.8
5179,0.0
5180,0.0
5181,0.0
5182,0.0
5183,0.0
5184,0.0
5185,0.0
5186,0.0
5187,0.0
5188,0.0
5189,0.0
5190,0.2
5191,1.8
5192,2.0
5193,2.0
5194,2.0
5195,2.0
5196,1.4
5197,2.0
5198,2.0
5199,2.0
5200,2.0
5201,2.0
5202,1.8
5203,1.6
5204,2.0
5205,1.4
5206,1.4
5207,2.0
5208,2.0
5209,2.0
5210,2.0
5211,2.0
5212,2.0
5213,2.0
5214,2.0
5215,2.0
5216,2.0
5217,2.0
5218,2.0
5219,1.4
5220,2.0
5221,1.0
5222,1.2
5223,1.4
5224,2.0
5225,1.8
5226,1.8
5227,2.0
5228,2.0
5229,2.0
5230,2.0
5231,2.0
5232,2.0
5233,2.0
5234,2.0
5235,2.0
5236,2.0
5237,2.0
5238,2.0
5239,2.4
5240,2.2
5241,2.0
5242,2.0
5243,2.0
5244,2.0
5245,2.0
5246,2.0
5247,2.0
5248,2.0
5249,2.0
5250,2.0
5251,2.0
5252,2.0
5253,2.0
5254,2.0
5255,2.0
5256,2.0
5257,2.0
5258,2.0
5259,2.0
5260,2.0
5261,2.0
5262,2.0
5263,2.2
5264,5.8
5265,9.8
5266,15.8
5267,21.2
5268,27.0
5269,35.2
5270,42.2
5271,51.0
5272,58.2
5273,63.4
5274,67.6
5275,74.0
5276,82.2
5277,91.0
5278,104.4
5279,111.8
5280,117.2
5281,129.8
5282,134.0
5283,150.4
5284,153.8
5285,160.8
5286,180.0
5287,178.0
5288,199.2
5289,217.8
5290,222.8
5291,236.0
5292,249.6
5293,259.4
5294,273.4
5295,278.8
5296,292.0
5297,301.6
5298,316.2
5299,329.4
5300,338.8
5301,350.4
5302,362.4
5303,368.2
5304,380.8
5305,391.6
5306,401.2
5307,411.8
5308,422.6
5309,432.4
5310,442.2
5311,452.6
5312,458.8
5313,464.4
5314,475.4
5315,479.0
5316,485.8
5317,489.6
5318,494.8
5319,499.0
5320,506.0
5321,506.4
5322,515.4
5323,517.8
5324,517.2
5325,522.8
5326,524.0
5327,520.8
5328,523.0
5329,522.6
5330,517.0
5331,517.6
5332,509.6
5333,509.2
5334,512.8
5335,503.0
5336,495.0
5337,497.2
5338,486.0
5339,488.2
5340,486.8
5341,476.4
5342,473.8
5343,465.8
5344,455.0
5345,452.6
5346,439.0
5347,429.8
5348,423.4
5349,420.0
5350,409.0
5351,400.0
5352,392.2
5353,382.8
5354,369.6
5355,355.6
5356,345.4
5357,334.4
5358,324.6
5359,310.6
5360,300.0
5361,286.4
5362,272.6
5363,260.0
5364,246.0
5365,232.8
5366,222.2
5367,210.4
5368,201.4
5369,189.2
5370,177.6
5371,165.8
5372,155.8
5373,144.4
5374,132.4
5375,120.2
5376,112.0
5377,102.4
5378,92.0
5379,83.0
5380,75.2
5381,67.6
5382,57.8
5383,48.2
5384,36.8
5385,28.8
5386,19.8
5387,17.6
5388,13.2
5389,8.2
5390,5.8
5391,3.2
5392,2.0
5393,2.0
5394,2.0
5395,2.0
5396,2.0
5397,2.0
5398,1.4
5399,2.0
5400,2.0
5401,1.4
5402,2.0
5403,2.0
5404,2.0
5405,2.0
5406,2.0
5407,2.0
5408,2.0
5409,2.0
5410,2.0
5411,2.0
5412,2.0
5413,2.0
5414,2.0
5415,2.0
5416,2.0
5417,2.0
5418,2.0
5419,2.0
5420,2.0
5421,2.0
5422,2.0
5423,2.0
5424,2.0
5425,2.0
5426,2.0
5427,2.0
5428,2.0
5429,2.0
5430,2.0
5431,2.0
5432,2.0
5433,2.0
5434,2.0
5435,2.0
5436,1.6
5437,1.8
5438,1.4
5439,1.6
5440,1.2
5441,1.4
5442,1.8
5443,2.0
5444,1.6
5445,1.8
5446,1.4
5447,1.6
5448,1.6
5449,1.0
5450,2.0
5451,2.0
5452,2.0
5453,2.0
5454,2.0
5455,2.0
5456,1.6
5457,1.2
5458,2.0
5459,2.0
5460,2.0
5461,2.0
5462,1.0
5463,1.6
5464,1.6
5465,2.0
5466,1.2
5467,0.0
5468,0.0
5469,0.0
5470,0.0
5471,0.0
5472,0.0
5473,0.0
5474,0.0
5475,0.0
5476,0.0
5477,0.0
5478,0.8
5479,1.4
5480,2.0
5481,1.6
5482,1.0
5483,1.6
5484,2.0
5485,2.0
5486,2.0
5487,1.4
5488,2.0
5489,2.0
5490,2.0
5491,1.2
5492,1.6
5493,1.0
5494,1.0
5495,1.0
5496,1.0
5497,1.0
5498,1.0
5499,1.0
5500,1.8
5501,1.6
5502,1.6
5503,1.8
5504,2.0
5505,1.0
5506,1.8
5507,2.0
5508,1.0
5509,1.8
5510,1.4
5511,1.0
5512,1.0
5513,1.0
5514,1.4
5515,2.0
5516,2.0
5517,2.0
5518,2.0
5519,1.4
5520,2.0
5521,2.0
5522,1.4
5523,1.4
5524,2.0
5525,1.2
5526,1.6
5527,1.0
5528,1.8
5529,1.0
5530,1.0
5531,1.0
5532,1.0
5533,1.0
5534,1.0
5535,1.0
5536,1.0
5537,1.0
5538,1.0
5539,1.6
5540,1.6
5541,1.0
5542,1.8
5543,1.0
5544,1.0
5545,1.0
5546,1.0
5547,1.0
5548,1.0
5549,1.6
5550,1.8
5551,1.4
5552,4.6
5553,8.8
5554,13.6
5555,21.4
5556,30.8
5557,36.0
5558,42.0
5559,51.2
5560,59.2
5561,65.2
5562,73.2
5563,78.4
5564,93.2
5565,102.6
5566,114.4
5567,116.6
5568,134.2
5569,145.8
5570,157.4
5571,165.0
5572,179.4
5573,187.0
5574,200.6
5575,210.4
5576,218.6
5577,228.0
5578,233.2
5579,251.0
5580,267.6
5581,280.4
5582,295.0
5583,306.4
5584,320.0
5585,337.0
5586,351.0
5587,361.8
5588,376.0
5589,384.2
5590,399.0
5591,413.2
5592,424.4
5593,437.8
5594,448.6
5595,454.0
5596,458.8
5597,467.8
5598,477.4
5599,483.2
5600,481.8
5601,484.8
5602,494.8
5603,511.2
5604,522.2
5605,518.8
5606,532.8
5607,534.8
5608,536.2
5609,542.6
5610,542.6
5611,545.2
5612,549.6
5613,551.4
5614,552.4
5615,553.6
5616,557.4
5617,556.0
5618,555.4
5619,557.8
5620,543.8
5621,537.4
5622,533.8
5623,534.4
5624,522.0
5625,536.4
5626,525.8
5627,518.0
5628,516.8
5629,512.6
5630,501.2
5631,497.6
5632,491.8
5633,480.4
5634,475.2
5635,451.6
5636,452.8
5637,447.6
5638,435.6
5639,421.8
5640,407.8
5641,400.4
5642,382.4
5643,370.4
5644,358.2
5645,346.2
5646,318.0
5647,318.4
5648,307.4
5649,297.2
5650,283.4
5651,268.2
5652,256.4
5653,243.8
5654,232.0
5655,218.2
5656,209.8
5657,199.2
5658,188.4
5659,174.8
5660,162.4
5661,152.6
5662,141.2
5663,130.4
5664,116.4
5665,99.0
5666,97.4
5667,88.8
5668,79.0
5669,67.8
5670,59.6
5671,49.2
5672,35.6
5673,29.2
5674,20.6
5675,18.0
5676,15.4
5677,11.2
5678,7.2
5679,3.2
5680,2.0
5681,2.0
5682,2.0
5683,2.0
5684,2.0
5685,2.0
5686,2.0
5687,2.0
5688,2.0
5689,1.4
5690,2.0
5691,1.4
5692,2.0
5693,2.0
5694,1.2
5695,1.0
5696,1.0
5697,1.0
5698,1.0
5699,2.0
5700,2.0
5701,2.0
5702,2.0
5703,2.0
5704,2.0
5705,2.0
5706,2.0
5707,2.0
5708,2.0
5709,2.0
5710,2.0
5711,2.0
5712,2.0
5713,2.0
5714,2.0
5715,2.0
5716,2.0
5717,2.0
5718,2.0
5719,1.4
5720,2.0
5721,2.0
5722,1.6
5723,1.8
5724,2.0
5725,2.0
5726,2.0
5727,1.4
5728,2.0
5729,2.0
5730,2.0
5731,2.0
5732,2.0
5733,2.6
5734,2.0
5735,2.0
5736,2.0
5737,2.0
5738,2.0
5739,2.0
5740,2.0
5741,2.0
5742,2.0
5743,1.2
5744,1.6
5745,2.0
5746,2.0
5747,2.0
5748,2.0
5749,2.0
5750,2.0
5751,2.0
5752,2.0
5753,2.0
5754,1.2
5755,0.0
5756,0.0
5757,0.0
5758,0.0
5759,0.0
5760,0.0
5761,0.0
5762,0.0
5763,0.0
5764,0.0
5765,0.0
5766,0.8
5767,2.0
5768,2.0
5769,2.0
5770,2.0
5771,2.0
5772,2.0
5773,2.0
5774,1.8
5775,1.6
5776,2.0
5777,2.0
5778,2.0
5779,2.0
5780,2.0
5781,2.0
5782,2.0
5783,2.0
5784,2.0
5785,2.0
5786,2.0
5787,2.0
5788,2.0
5789,2.0
5790,2.0
5791,1.4
5792,2.0
5793,2.0
5794,2.0
5795,2.0
5796,2.0
5797,2.0
5798,2.0
5799,2.0
5800,2.0
5801,2.0
5802,2.0
5803,2.0
